tempo,energy,valence,danceability,acousticness,loudness
81.998,0.479,0.454,0.675,0.633,-9.87
138.009,0.678,0.734,0.713,0.273,-3.525
65.043,0.859,0.535,0.728,0.0401,-5.237
93.985,0.629,0.726,0.657,0.194,-4.938
138.007,0.467,0.702,0.845,0.0586,-7.674
140.036,0.621,0.399,0.583,0.00972,-6.902
132.012,0.68,0.728,0.727,0.0101,-4.498
86.989,0.925,0.641,0.749,0.241,-5.034
93.867,0.73,0.731,0.637,0.322,-5.38
129.473,0.932,0.33,0.522,0.119,-2.87
74.267,0.622,0.401,0.328,0.858,-7.291
74.375,0.422,0.468,0.692,0.0811,-10.533
90.04,0.549,0.167,0.644,0.0209,-5.415
184.374,0.479,0.708,0.656,0.0665,-7.055
80.063,0.768,0.507,0.78,0.0371,-4.325
104.036,0.656,0.225,0.638,0.188,-5.886
139.987,0.476,0.767,0.84,0.0264,-7.918
136.628,0.614,0.345,0.553,0.764,-5.098
93.135,0.596,0.754,0.569,0.452,-6.486
101.967,0.565,0.365,0.78,0.736,-7.32
118.068,0.306,0.605,0.65,0.57,-9.443
130.009,0.661,0.769,0.762,0.15,-6.075
97.785,0.606,0.886,0.596,0.181,-12.145
118.222,0.834,0.337,0.249,0.0742,-8.21
120.47,0.752,0.404,0.422,0.0366,-8.682
140.232,0.247,0.258,0.467,0.906,-14.161
117.896,0.5,0.801,0.664,0.799,-6.935
144.458,0.638,0.178,0.486,0.000921,-6.231
148.658,0.122,0.0735,0.264,0.885,-15.399
95.968,0.485,0.547,0.753,0.345,-9.431
115.011,0.561,0.231,0.598,0.611,-11.676
141.8,0.324,0.388,0.733,0.479,-8.122
129.9,0.22,0.197,0.702,0.698,-13.696
157.338,0.467,0.377,0.413,0.732,-9.282
120.133,0.378,0.207,0.662,0.475,-10.908
79.109,0.216,0.504,0.555,0.557,-11.661
83.943,0.291,0.51,0.388,0.774,-12.952
121.412,0.363,0.259,0.531,0.749,-7.672
132.679,0.187,0.212,0.303,0.989,-16.757
148.035,0.551,0.443,0.527,0.384,-11.258
110.044,0.186,0.468,0.6,0.909,-15.926
122.877,0.439,0.365,0.586,0.715,-7.993
87.003,0.417,0.649,0.654,0.446,-9.226
101.654,0.731,0.484,0.483,0.436,-6.696
94.009,0.731,0.376,0.656,0.575,-5.861
170.076,0.624,0.413,0.505,0.0253,-6.526
108.953,0.452,0.102,0.413,0.588,-10.232
99.995,0.864,0.706,0.637,0.484,-4.381
94.938,0.413,0.273,0.494,0.682,-10.432
95.015,0.331,0.559,0.611,0.93,-12.493
128.094,0.312,0.789,0.681,0.816,-16.173
127.823,0.316,0.452,0.625,0.777,-12.124
171.402,0.399,0.832,0.537,0.202,-13.547
130.398,0.533,0.814,0.687,0.573,-8.853
123.188,0.507,0.831,0.653,0.687,-17.18
95.015,0.331,0.559,0.611,0.93,-12.493
82.789,0.309,0.473,0.583,0.824,-14.509
119.965,0.748,0.829,0.868,0.29,-3.492
100.024,0.611,0.417,0.854,0.223,-6.26
109.986,0.128,0.124,0.522,0.894,-18.717
118.917,0.235,0.0895,0.498,0.72,-16.541
69.677,0.00362,0.0885,0.235,0.995,-37.822
126.031,0.618,0.32,0.853,0.633,-10.833
126.089,0.518,0.37,0.875,0.0638,-8.388
122.085,0.791,0.585,0.571,0.0494,-5.935
121.985,0.717,0.466,0.793,0.0927,-4.759
120.0,0.942,0.038,0.762,0.586,-6.432
108.005,0.777,0.589,0.58,0.104,-5.69
113.998,0.836,0.288,0.729,0.156,-4.312
126.089,0.518,0.37,0.875,0.0638,-8.388
119.996,0.787,0.31,0.704,0.00926,-6.751
126.031,0.618,0.32,0.853,0.633,-10.833
127.949,0.856,0.743,0.596,0.0211,-3.556
126.027,0.869,0.726,0.874,0.00116,-5.996
127.028,0.729,0.246,0.88,0.334,-6.378
128.004,0.86,0.618,0.755,0.0144,-4.811
125.91,0.813,0.355,0.513,0.28,-2.744
121.985,0.797,0.422,0.845,0.0582,-4.984
108.005,0.777,0.589,0.58,0.104,-5.69
125.952,0.818,0.886,0.687,0.0112,-4.221
125.004,0.69,0.692,0.847,0.0127,-7.877
101.216,0.896,0.403,0.67,0.0342,-4.673
129.998,0.876,0.964,0.671,0.12,-5.681
121.964,0.722,0.466,0.587,0.000754,-6.983
120.032,0.886,0.778,0.655,0.066,-5.227
129.89,0.655,0.39,0.558,0.208,-5.476
120.033,0.637,0.0509,0.847,0.201,-8.751
87.024,0.793,0.411,0.545,0.191,-3.615
117.737,0.647,0.257,0.581,0.0778,-7.335
123.96,0.785,0.779,0.621,0.0165,-4.499
129.973,0.841,0.865,0.714,0.0622,-5.942
125.051,0.821,0.249,0.848,0.0169,-5.408
75.031,0.855,0.302,0.605,0.473,-4.414
127.034,0.782,0.502,0.763,0.182,-4.541
140.039,0.821,0.439,0.777,0.14,-4.963
129.995,0.594,0.83,0.853,0.052,-6.823
124.015,0.867,0.684,0.747,0.582,-7.311
123.006,0.606,0.314,0.567,0.0801,-6.543
123.993,0.937,0.666,0.651,0.236,-4.078
123.031,0.888,0.412,0.671,0.0022,-4.285
127.993,0.714,0.409,0.634,0.00882,-7.529
124.025,0.897,0.582,0.689,0.145,-4.487
130.02,0.863,0.805,0.652,0.0921,-4.853
127.938,0.688,0.214,0.608,0.0554,-8.597
74.973,0.951,0.4,0.772,0.0634,-3.375
130.085,0.88,0.523,0.588,0.0243,-5.15
126.056,0.831,0.673,0.785,0.0038,-3.681
119.984,0.8,0.925,0.724,0.0103,-5.468
75.066,0.392,0.26,0.599,0.378,-6.869
100.001,0.802,0.343,0.713,0.0435,-7.055
141.99,0.953,0.422,0.631,0.0241,-3.739
120.0,0.942,0.038,0.762,0.586,-6.432
81.109,0.432,0.765,0.695,0.312,-8.195
90.941,0.483,0.774,0.738,0.467,-9.097
80.096,0.538,0.805,0.72,0.348,-8.874
91.98,0.712,0.692,0.848,0.221,-3.574
99.998,0.681,0.762,0.725,0.318,-5.277
100.025,0.519,0.804,0.763,0.22,-7.426
104.008,0.616,0.25,0.773,0.0565,-4.516
117.994,0.854,0.522,0.786,0.169,-2.4
167.985,0.578,0.757,0.724,0.632,-7.117
96.057,0.778,0.345,0.911,0.0887,-2.248
119.935,0.645,0.528,0.801,0.604,-5.605
139.056,0.621,0.13,0.787,0.15,-5.009
94.601,0.724,0.396,0.847,0.0869,-5.41
94.969,0.795,0.681,0.845,0.343,-3.502
169.918,0.738,0.484,0.841,0.52,-7.455
143.978,0.8,0.234,0.652,0.143,-4.019
140.017,0.706,0.686,0.863,0.143,-5.555
123.06,0.703,0.576,0.713,0.298,-5.769
92.005,0.712,0.425,0.911,0.0901,-5.105
103.071,0.616,0.451,0.797,0.762,-10.229
98.047,0.475,0.234,0.801,0.141,-8.797
106.672,0.715,0.187,0.65,0.0993,-5.198
114.011,0.684,0.419,0.795,0.0225,-3.971
196.12,0.786,0.579,0.663,0.229,-3.51
127.963,0.707,0.317,0.771,0.389,-6.404
91.995,0.856,0.872,0.815,0.4,-3.825
175.896,0.86,0.791,0.725,0.422,-3.726
153.979,0.688,0.632,0.659,0.207,-4.649
179.951,0.648,0.44,0.644,0.276,-4.601
92.025,0.637,0.471,0.811,0.234,-4.835
81.993,0.618,0.391,0.856,0.0303,-4.892
91.952,0.759,0.579,0.78,0.462,-3.292
109.928,0.573,0.145,0.731,0.401,-10.059
174.021,0.765,0.855,0.691,0.464,-4.727
96.172,0.829,0.685,0.607,0.0103,-4.074
179.87,0.848,0.761,0.685,0.0861,-4.561
92.023,0.791,0.887,0.86,0.169,-4.784
129.928,0.603,0.824,0.9,0.402,-5.313
93.992,0.801,0.81,0.762,0.2,-3.661
97.014,0.758,0.453,0.86,0.021,-5.16
94.004,0.703,0.788,0.879,0.143,-4.219
165.951,0.596,0.622,0.819,0.225,-7.009
176.088,0.646,0.429,0.756,0.152,-5.795
92.603,0.791,0.933,0.639,0.0275,-4.443
176.169,0.624,0.244,0.61,0.6,-4.773
97.963,0.689,0.746,0.882,0.39,-4.027
95.982,0.647,0.553,0.857,0.391,-4.152
93.989,0.86,0.656,0.737,0.11,-2.652
96.993,0.836,0.874,0.746,0.145,-4.336
87.961,0.673,0.695,0.818,0.348,-7.542
173.916,0.711,0.92,0.718,0.157,-5.746
175.95,0.701,0.785,0.73,0.132,-5.885
175.965,0.746,0.733,0.746,0.152,-5.046
140.006,0.681,0.676,0.807,0.423,-6.268
106.034,0.69,0.682,0.799,0.282,-7.252
87.864,0.812,0.724,0.683,0.161,-4.493
83.836,0.598,0.543,0.55,0.132,-5.402
168.022,0.761,0.906,0.714,0.139,-4.596
168.021,0.617,0.682,0.713,0.122,-4.637
79.31,0.675,0.961,0.627,0.125,-7.125
88.863,0.706,0.443,0.635,0.256,-3.224
130.001,0.766,0.442,0.762,0.00776,-3.955
94.979,0.745,0.716,0.793,0.182,-4.579
93.956,0.766,0.662,0.737,0.31,-4.242
169.888,0.703,0.138,0.639,0.0889,-6.33
93.991,0.7,0.899,0.843,0.0934,-3.563
90.02,0.694,0.511,0.869,0.356,-3.35
174.14,0.636,0.575,0.695,0.234,-4.654
78.293,0.903,0.607,0.564,0.356,-3.221
99.968,0.674,0.292,0.804,0.294,-5.453
115.018,0.584,0.724,0.849,0.0929,-8.195
181.891,0.673,0.342,0.655,0.473,-5.98
92.523,0.858,0.342,0.627,0.263,-2.824
95.0,0.694,0.298,0.703,0.436,-4.808
91.911,0.789,0.464,0.757,0.307,-3.46
179.879,0.739,0.425,0.704,0.328,-3.286
98.026,0.846,0.604,0.734,0.166,-3.425
93.976,0.662,0.607,0.892,0.169,-3.894
169.922,0.479,0.559,0.812,0.213,-5.678
97.008,0.892,0.916,0.791,0.0509,-2.58
91.986,0.737,0.607,0.708,0.0739,-4.045
102.984,0.711,0.934,0.822,0.179,-4.943
162.087,0.812,0.903,0.785,0.147,-3.174
92.998,0.794,0.796,0.843,0.226,-4.686
167.969,0.769,0.931,0.771,0.18,-3.504
180.011,0.88,0.463,0.72,0.0562,-2.834
93.999,0.672,0.774,0.817,0.441,-5.612
98.992,0.543,0.359,0.898,0.343,-8.317
99.993,0.709,0.648,0.725,0.321,-5.017
96.037,0.766,0.594,0.88,0.0881,-2.906
169.727,0.671,0.641,0.714,0.292,-5.119
173.97,0.617,0.486,0.703,0.215,-5.696
100.02,0.626,0.78,0.763,0.0859,-5.637
99.986,0.499,0.669,0.791,0.446,-8.472
129.992,0.476,0.578,0.793,0.132,-10.515
92.009,0.71,0.523,0.535,0.428,-2.978
128.027,0.668,0.787,0.924,0.446,-6.795
100.029,0.482,0.356,0.69,0.523,-6.335
128.028,0.779,0.95,0.937,0.22,-3.539
115.221,0.583,0.271,0.669,0.603,-8.949
100.025,0.496,0.476,0.696,0.273,-7.532
100.09,0.665,0.659,0.858,0.126,-4.772
100.019,0.86,0.446,0.774,0.131,-2.888
99.994,0.507,0.606,0.755,0.293,-6.76
86.533,0.599,0.478,0.828,0.381,-1.624
129.949,0.827,0.614,0.956,0.136,1.295
126.015,0.99,0.386,0.748,0.303,-2.39
130.028,0.803,0.795,0.877,0.734,-3.195
130.078,0.413,0.679,0.92,0.504,-7.901
130.053,0.789,0.758,0.89,0.147,-1.826
80.492,0.427,0.443,0.492,0.364,-6.37
130.05,0.669,0.843,0.949,0.36,-3.922
117.008,0.687,0.839,0.778,0.578,-8.568
130.068,0.955,0.713,0.679,0.000737,-3.715
84.917,0.582,0.892,0.615,0.269,-0.93
130.118,0.96,0.586,0.863,0.497,-1.458
117.054,0.907,0.304,0.863,0.0683,-5.077
86.429,0.59,0.702,0.711,0.26,-5.967
90.025,0.327,0.181,0.707,0.185,-17.176
98.022,0.729,0.427,0.629,0.431,-5.235
120.001,0.656,0.556,0.685,0.702,-8.028
95.056,0.606,0.883,0.831,0.684,-4.84
108.02,0.914,0.839,0.726,0.0758,-4.226
78.753,0.724,0.587,0.536,0.748,-6.84
204.028,0.622,0.567,0.406,0.497,-7.647
141.894,0.538,0.177,0.52,0.367,-8.109
130.012,0.586,0.954,0.891,0.0833,-4.665
119.973,0.722,0.57,0.769,0.0584,-5.485
95.416,0.84,0.792,0.856,0.0973,-7.736
97.571,0.818,0.361,0.373,0.36,-3.19
67.536,0.803,0.553,0.284,0.302,-5.293
76.54,0.86,0.834,0.575,0.298,-3.165
84.143,0.579,0.577,0.562,0.274,-6.788
119.043,0.621,0.28,0.455,0.651,-7.694
80.082,0.76,0.206,0.435,0.0175,-4.935
82.81,0.638,0.435,0.677,0.589,-8.631
81.958,0.498,0.127,0.665,0.23,-8.185
135.028,0.441,0.925,0.942,0.493,-11.448
95.977,0.421,0.457,0.852,0.428,-9.153
141.981,0.652,0.104,0.47,0.0831,-9.629
120.013,0.574,0.273,0.669,0.0175,-6.442
94.893,0.638,0.608,0.809,0.262,-5.646
129.953,0.57,0.689,0.734,0.847,-7.066
82.356,0.744,0.794,0.798,0.33,-5.328
142.347,0.653,0.852,0.493,0.269,-5.666
120.058,0.435,0.19,0.843,0.47,-8.442
145.972,0.636,0.274,0.837,0.0395,-7.643
90.482,0.628,0.43,0.639,0.0381,-7.578
160.037,0.354,0.583,0.741,0.181,-10.603
111.98,0.463,0.364,0.809,0.256,-11.377
49.305,0.604,0.691,0.583,0.735,-8.437
176.153,0.646,0.638,0.599,0.222,-6.326
139.999,0.251,0.18,0.746,0.782,-16.169
97.044,0.734,0.608,0.918,0.0296,-2.832
95.0,0.63,0.717,0.874,0.0578,-3.585
115.994,0.506,0.593,0.848,0.376,-5.105
86.918,0.747,0.918,0.67,0.337,-7.059
117.067,0.678,0.259,0.595,0.0199,-5.18
92.869,0.52,0.601,0.747,0.0977,-10.523
131.036,0.533,0.329,0.797,0.0172,-9.74
174.516,0.731,0.632,0.552,0.0536,-6.873
78.558,0.559,0.62,0.558,0.371,-9.222
84.166,0.631,0.515,0.48,0.0791,-5.488
138.97,0.283,0.469,0.898,0.319,-12.335
97.04,0.283,0.144,0.766,0.111,-10.33
93.2,0.648,0.746,0.737,0.252,-5.493
101.837,0.634,0.645,0.502,0.677,-3.367
106.312,0.385,0.294,0.619,0.129,-11.272
67.813,0.651,0.567,0.49,0.714,-6.259
113.976,0.415,0.488,0.823,0.471,-10.845
104.986,0.801,0.914,0.778,0.692,-7.326
139.057,0.681,0.706,0.918,0.263,-4.705
105.024,0.756,0.647,0.719,0.0541,-5.392
99.97,0.503,0.381,0.792,0.0369,-8.044
125.15,0.463,0.416,0.562,0.442,-7.478
104.027,0.707,0.602,0.849,0.0266,-6.002
103.993,0.501,0.431,0.637,0.229,-6.148
109.979,0.496,0.55,0.812,0.271,-5.969
102.964,0.581,0.528,0.609,0.509,-10.854
83.389,0.642,0.339,0.463,0.314,-4.474
92.9,0.655,0.793,0.649,0.307,-5.534
123.879,0.549,0.78,0.613,0.097,-8.187
112.014,0.529,0.44,0.782,0.509,-8.626
140.997,0.00161,0.155,0.138,0.977,-43.643
159.719,0.277,0.121,0.329,0.971,-13.111
135.965,0.04,0.249,0.44,0.981,-16.887
129.071,0.664,0.437,0.575,0.637,-5.303
130.033,0.581,0.551,0.613,0.537,-8.588
113.986,0.416,0.151,0.324,0.262,-8.92
121.412,0.363,0.259,0.531,0.749,-7.672
96.192,0.394,0.399,0.421,0.863,-8.312
113.95,0.308,0.121,0.504,0.868,-14.958
144.678,0.422,0.455,0.718,0.0764,-9.115
123.969,0.449,0.179,0.327,0.369,-5.362
82.987,0.135,0.21,0.387,0.929,-14.398
140.01,0.179,0.145,0.539,0.921,-14.33
70.499,0.119,0.156,0.467,0.969,-10.99
79.764,0.0561,0.082,0.319,0.935,-23.023
145.115,0.343,0.152,0.474,0.578,-8.571
94.08,0.156,0.201,0.671,0.804,-16.288
159.679,0.128,0.367,0.599,0.974,-17.261
137.35,0.129,0.203,0.483,0.947,-20.149
148.005,0.322,0.261,0.516,0.473,-11.762
102.617,0.268,0.165,0.371,0.748,-10.506
133.943,0.338,0.1,0.408,0.521,-13.626
129.753,0.289,0.12,0.531,0.339,-10.065
201.025,0.276,0.429,0.334,0.877,-13.125
78.997,0.304,0.065,0.538,0.613,-11.79
101.96,0.377,0.446,0.606,0.817,-9.455
137.474,0.31,0.151,0.509,0.959,-10.623
104.007,0.225,0.221,0.554,0.892,-11.324
102.078,0.425,0.27,0.357,0.584,-7.301
94.434,0.468,0.18,0.369,0.0205,-9.013
117.053,0.407,0.126,0.457,0.805,-11.475
107.747,0.664,0.0949,0.404,0.542,-6.698
130.694,0.526,0.502,0.521,0.243,-6.032
77.968,0.367,0.426,0.395,0.815,-7.653
141.332,0.347,0.199,0.409,0.834,-8.159
144.99,0.483,0.176,0.617,0.702,-7.359
165.476,0.199,0.201,0.48,0.931,-12.398
110.927,0.288,0.308,0.687,0.863,-10.415
81.876,0.11,0.234,0.415,0.951,-14.901
86.686,0.0972,0.289,0.443,0.952,-16.496
103.777,0.245,0.192,0.34,0.969,-13.352
110.019,0.348,0.32,0.631,0.926,-10.285
72.38,0.159,0.0381,0.403,0.961,-16.728
161.989,0.529,0.203,0.671,0.0769,-7.226
184.057,0.663,0.381,0.672,0.112,-5.984
148.775,0.561,0.186,0.686,0.185,-9.929
94.011,0.819,0.682,0.565,0.232,-7.899
160.084,0.767,0.519,0.718,0.138,-5.641
150.097,0.653,0.163,0.547,0.456,-3.875
93.924,0.534,0.116,0.832,0.345,-7.813
112.509,0.662,0.39,0.897,0.0852,-6.903
120.1,0.515,0.321,0.567,0.354,-10.265
163.935,0.651,0.237,0.665,0.0414,-5.515
124.13,0.55,0.154,0.629,0.152,-6.772
179.987,0.671,0.45,0.684,0.0119,-6.424
139.918,0.8,0.272,0.498,0.0903,-2.665
143.968,0.54,0.543,0.634,0.0223,-7.002
97.008,0.545,0.244,0.809,0.392,-6.678
140.004,0.369,0.235,0.735,0.334,-9.682
150.047,0.662,0.439,0.709,0.00966,-4.55
155.096,0.75,0.401,0.732,0.00264,-6.366
114.929,0.588,0.471,0.712,0.112,-5.332
99.952,0.538,0.389,0.829,0.137,-7.359
130.007,0.507,0.506,0.872,0.195,-6.323
105.989,0.631,0.142,0.648,0.38,-5.662
127.978,0.646,0.961,0.946,0.219,-6.604
144.991,0.814,0.535,0.625,0.0172,-5.181
123.013,0.779,0.53,0.724,0.098,-5.412
120.042,0.763,0.551,0.695,0.189,-3.497
94.03,0.782,0.57,0.701,0.0918,-4.987
169.949,0.88,0.392,0.49,0.00154,-4.856
113.535,0.551,0.65,0.748,0.243,-9.054
124.709,0.526,0.202,0.558,0.431,-4.686
136.628,0.614,0.345,0.553,0.764,-5.098
133.403,0.506,0.217,0.469,0.587,-6.283
139.009,0.384,0.181,0.437,0.699,-8.384
114.019,0.557,0.482,0.815,0.109,-7.166
134.049,0.326,0.214,0.46,0.763,-8.226
130.096,0.76,0.495,0.512,0.299,-5.889
85.046,0.645,0.434,0.714,0.229,-5.493
110.827,0.321,0.416,0.68,0.791,-10.944
93.99,0.499,0.798,0.796,0.392,-6.166
79.989,0.588,0.879,0.675,0.789,-7.168
130.02,0.533,0.349,0.645,0.644,-11.65
84.07,0.615,0.918,0.775,0.304,-5.682
86.638,0.798,0.48,0.509,0.00625,-4.472
175.917,0.606,0.38,0.656,0.335,-5.948
180.219,0.702,0.674,0.711,0.00487,-10.048
171.285,0.78,0.448,0.461,0.128,-5.004
94.0,0.431,0.246,0.881,0.182,-11.093
99.958,0.455,0.352,0.796,0.637,-7.763
115.974,0.362,0.633,0.967,0.514,-11.374
89.998,0.627,0.356,0.742,0.262,-8.939
88.041,0.572,0.644,0.742,0.391,-8.163
100.042,0.684,0.483,0.769,0.0977,-6.113
85.953,0.566,0.68,0.794,0.301,-8.35
144.926,0.512,0.881,0.848,0.284,-7.757
139.979,0.75,0.662,0.831,0.0188,-5.42
92.969,0.733,0.183,0.864,0.144,-3.292
83.679,0.356,0.569,0.708,0.437,-9.738
89.906,0.718,0.91,0.716,0.0452,-5.348
180.098,0.745,0.262,0.464,0.0235,-3.202
76.71,0.661,0.753,0.836,0.0208,-6.502
119.992,0.782,0.655,0.727,0.0563,-8.529
119.996,0.787,0.31,0.704,0.00926,-6.751
119.986,0.577,0.206,0.795,0.00263,-9.638
122.028,0.872,0.136,0.43,0.118,-7.821
120.036,0.946,0.229,0.542,0.0312,-6.048
122.011,0.797,0.0356,0.702,0.583,-6.635
123.993,0.723,0.579,0.787,0.0509,-6.995
123.004,0.879,0.362,0.741,0.0841,-6.132
121.843,0.57,0.487,0.655,0.527,-11.475
120.033,0.637,0.0509,0.847,0.201,-8.751
120.97,0.83,0.465,0.808,0.00575,-8.238
87.587,0.0516,0.199,0.27,0.986,-33.766
132.614,0.0582,0.0454,0.191,0.961,-25.398
172.13,0.146,0.416,0.265,0.985,-21.134
95.217,0.0559,0.278,0.396,0.987,-20.707
128.563,0.138,0.325,0.34,0.984,-24.95
62.881,0.0968,0.0395,0.286,0.178,-16.806
91.038,0.874,0.361,0.532,0.00842,-5.183
82.019,0.149,0.112,0.485,0.886,-20.394
67.238,0.0823,0.0381,0.252,0.951,-27.338
117.987,0.855,0.601,0.534,0.00043,-7.578
141.931,0.641,0.089,0.529,0.0711,-6.78
170.084,0.754,0.457,0.564,0.0424,-8.849
113.861,0.715,0.858,0.552,0.0286,-9.291
106.896,0.687,0.12,0.605,0.479,-13.928
130.032,0.91,0.137,0.528,0.346,-7.309
140.04,0.573,0.972,0.911,0.38,-7.43
146.05,0.413,0.481,0.747,0.848,-11.197
141.849,0.332,0.423,0.885,0.0185,-8.62
140.065,0.674,0.726,0.922,0.323,-4.429
149.987,0.731,0.446,0.583,0.0107,-6.18
97.007,0.731,0.973,0.751,0.0838,-4.419
97.027,0.84,0.94,0.673,0.0683,-3.564
129.944,0.758,0.858,0.696,0.172,-6.077
121.989,0.447,0.523,0.657,0.478,-13.148
123.003,0.777,0.667,0.649,0.00738,-3.546
170.391,0.592,0.31,0.332,0.0824,-6.127
173.85,0.523,0.363,0.452,0.563,-6.453
84.098,0.715,0.638,0.487,0.294,-4.417
106.196,0.659,0.532,0.648,0.115,-6.369
125.796,0.85,0.348,0.374,0.0904,-5.657
76.979,0.643,0.387,0.601,0.155,-4.581
123.217,0.479,0.279,0.425,0.44,-12.22
126.043,0.553,0.699,0.487,0.209,-11.197
145.751,0.358,0.742,0.715,0.743,-15.522
124.725,0.759,0.917,0.791,0.0823,-5.67
172.547,0.936,0.39,0.594,0.0224,-4.722
123.57,0.735,0.68,0.714,0.176,-7.125
112.481,0.631,0.909,0.781,0.0533,-7.615
148.003,0.854,0.564,0.634,0.00737,-3.444
133.946,0.879,0.936,0.742,0.0696,-4.274
172.006,0.824,0.49,0.77,0.485,-6.491
116.015,0.809,0.253,0.732,0.0266,-7.264
97.988,0.797,0.541,0.811,0.0617,-5.428
155.397,0.807,0.741,0.525,0.251,-6.366
119.958,0.593,0.72,0.79,0.0983,-9.204
132.029,0.831,0.721,0.798,0.697,-4.481
123.58,0.913,0.838,0.606,0.246,-6.039
114.924,0.449,0.327,0.669,0.184,-7.658
95.978,0.255,0.331,0.375,0.815,-12.279
70.568,0.629,0.498,0.513,0.0986,-9.055
126.036,0.583,0.97,0.793,0.106,-5.973
101.005,0.681,0.434,0.798,0.219,-4.818
109.96,0.638,0.646,0.701,0.223,-9.061
119.892,0.852,0.601,0.779,0.235,-3.353
117.952,0.717,0.601,0.753,0.151,-8.438
118.093,0.627,0.909,0.788,0.693,-9.072
130.081,0.708,0.308,0.872,0.336,-7.472
115.03,0.569,0.525,0.772,0.235,-7.006
130.081,0.709,0.309,0.872,0.336,-7.472
102.025,0.533,0.738,0.863,0.291,-7.986
97.96,0.873,0.873,0.621,0.0406,-3.067
168.017,0.924,0.611,0.598,0.0205,-4.974
118.018,0.664,0.661,0.731,0.00307,-5.474
92.9,0.655,0.793,0.649,0.307,-5.534
107.007,0.781,0.824,0.811,0.376,-6.333
99.97,0.503,0.381,0.792,0.0369,-8.044
103.993,0.501,0.431,0.637,0.229,-6.148
100.053,0.485,0.689,0.843,0.181,-8.735
123.879,0.549,0.78,0.613,0.097,-8.187
113.009,0.649,0.229,0.788,0.253,-9.674
124.357,0.422,0.693,0.573,0.551,-7.621
105.016,0.725,0.53,0.711,0.424,-8.315
99.005,0.809,0.606,0.724,0.182,-5.022
83.389,0.642,0.339,0.463,0.314,-4.474
126.881,0.89,0.421,0.645,0.259,-4.985
132.31,0.746,0.432,0.636,0.0648,-3.785
129.981,0.835,0.795,0.572,0.171,-6.219
111.457,0.804,0.658,0.591,0.327,-7.299
76.474,0.104,0.394,0.443,0.913,-17.042
80.487,0.472,0.475,0.685,0.785,-9.691
119.347,0.365,0.45,0.67,0.525,-10.158
122.482,0.264,0.657,0.663,0.706,-14.571
156.364,0.222,0.645,0.525,0.836,-11.065
60.705,0.0619,0.197,0.336,0.985,-20.494
127.359,0.671,0.591,0.742,0.794,-8.142
130.436,0.0422,0.397,0.519,0.966,-10.778
95.063,0.113,0.738,0.659,0.976,-16.756
59.385,0.159,0.196,0.505,0.946,-11.235
95.068,0.0917,0.0836,0.517,0.876,-18.395
133.918,0.195,0.0778,0.412,0.9,-10.288
147.143,0.42,0.517,0.417,0.186,-13.046
63.423,0.273,0.321,0.517,0.866,-17.279
126.222,0.237,0.178,0.477,0.947,-17.115
133.998,0.126,0.216,0.234,0.989,-25.427
125.61,0.0306,0.118,0.289,0.987,-30.79
128.143,0.0161,0.0573,0.169,0.986,-31.034
67.359,0.0336,0.0516,0.0939,0.927,-24.041
68.947,0.00501,0.0383,0.32,0.993,-33.366
71.827,0.00579,0.0369,0.376,0.996,-31.615
90.072,0.256,0.134,0.168,0.932,-15.549
82.015,0.0523,0.0327,0.0783,0.896,-23.247
84.865,0.098,0.062,0.253,0.93,-19.878
140.966,0.0545,0.0385,0.194,0.983,-24.877
76.382,0.0142,0.0384,0.341,0.993,-28.293
136.732,0.0292,0.0338,0.279,0.987,-26.804
90.041,0.339,0.0719,0.53,0.567,-16.973
170.612,0.00527,0.151,0.184,0.995,-37.264
139.478,0.139,0.31,0.366,0.885,-19.978
120.736,0.0639,0.0781,0.235,0.962,-24.404
163.665,0.0047,0.186,0.225,0.992,-30.928
133.808,0.254,0.0986,0.353,0.948,-16.205
95.839,0.178,0.148,0.374,0.92,-15.758
105.513,0.341,0.163,0.701,0.499,-12.26
129.103,0.0851,0.0388,0.307,0.968,-20.471
169.325,0.682,0.646,0.323,0.763,-10.208
129.095,0.27,0.228,0.263,0.876,-16.85
73.954,0.0733,0.0308,0.102,0.974,-24.133
65.057,0.0116,0.0331,0.0623,0.991,-27.893
105.651,0.106,0.0336,0.165,0.807,-21.742
109.766,0.246,0.0859,0.292,0.922,-14.96
56.479,0.0175,0.0928,0.114,0.923,-33.957
111.541,0.0113,0.486,0.466,0.939,-34.2
76.618,0.0287,0.0386,0.154,0.984,-26.958
125.793,0.0176,0.0901,0.491,0.994,-26.911
94.404,0.135,0.179,0.25,0.958,-18.615
88.316,0.0525,0.0511,0.205,0.98,-23.841
71.477,0.006,0.0383,0.176,0.899,-42.238
73.968,0.0354,0.0426,0.1,0.901,-17.211
130.415,0.206,0.0839,0.351,0.797,-22.657
141.485,0.123,0.203,0.311,0.931,-19.708
126.31,0.0251,0.04,0.234,0.937,-28.627
135.975,0.674,0.357,0.872,0.17,-5.831
139.905,0.831,0.648,0.652,0.0111,-5.972
123.987,0.632,0.253,0.848,0.398,-7.381
156.005,0.61,0.519,0.676,0.000114,-9.185
84.098,0.48,0.563,0.874,0.033,-12.092
157.916,0.939,0.42,0.504,0.0628,-7.434
72.993,0.414,0.106,0.825,0.00265,-6.634
148.014,0.569,0.263,0.735,0.00189,-10.35
181.884,0.875,0.75,0.586,0.166,-5.07
156.999,0.883,0.27,0.601,0.00088,-1.627
